,date_np,minutesAsleep,minutesAwake,weekend,sed_min,va_min,ma_min,ls_min,sum,pred
492,2016-10-08,217,12,True,727,49,20,414,18321,True
493,2016-10-09,397,22,True,677,35,19,290,15487,False
494,2016-10-10,437,33,False,626,139,61,144,19851,True
495,2016-10-11,334,27,False,755,87,46,181,15325,False
496,2016-10-13,548,29,False,957,4,8,100,4154,False
497,2016-10-15,489,75,True,666,25,23,179,10579,False
498,2016-10-16,848,78,True,854,0,6,117,3514,False
499,2016-10-17,321,29,False,615,45,18,159,12504,False
500,2016-10-18,632,100,False,754,1,24,170,8969,False
501,2016-10-19,353,12,False,761,104,16,199,22305,False
502,2016-10-20,345,35,False,830,30,8,171,7034,False
503,2016-10-21,379,29,False,757,83,37,176,19018,False
504,2016-10-22,371,54,True,803,30,53,129,9935,False
505,2016-10-23,389,59,True,723,0,0,143,2112,True
506,2016-10-24,379,13,False,862,66,31,68,13641,False
507,2016-10-25,451,39,False,727,37,53,262,16947,False
508,2016-10-26,319,23,False,1017,12,9,60,4226,False
509,2016-10-27,335,31,False,696,6,5,189,7859,False
510,2016-10-28,484,40,False,884,43,39,128,10030,False
511,2016-10-30,435,17,True,804,82,40,149,18034,False
512,2016-10-31,335,26,False,843,18,30,142,7305,False
513,2016-11-01,389,21,False,743,77,29,225,20850,False
514,2016-11-02,326,10,False,889,29,27,152,9105,False
515,2016-11-03,345,9,False,824,27,28,201,10469,False
516,2016-11-05,288,17,True,588,58,47,442,22629,True
517,2016-11-06,249,11,True,815,32,12,140,8171,False
518,2016-11-07,573,25,False,652,32,17,126,9383,True
519,2016-11-08,521,66,False,813,8,17,210,8650,False
520,2016-11-09,287,32,False,775,17,6,175,9155,False
521,2016-11-10,564,69,False,731,37,15,169,11608,False
522,2016-11-11,403,47,False,673,65,35,217,16416,False
523,2016-11-12,296,35,True,791,52,34,232,16101,False
524,2016-11-13,438,10,True,670,30,25,167,6453,True
525,2016-11-14,426,39,False,781,38,18,152,11630,False
526,2016-11-15,992,74,False,589,50,57,205,15237,False
527,2016-11-16,417,33,False,685,70,19,133,15479,False
528,2016-11-17,592,61,False,642,27,14,140,8143,False
529,2016-11-18,449,40,False,756,0,0,168,6102,False
530,2016-11-20,519,46,True,746,8,24,208,8430,False
531,2016-11-21,420,15,False,866,23,25,102,7266,False
532,2016-11-23,358,14,False,671,130,36,152,23052,False
533,2016-11-24,409,19,False,791,35,73,187,14544,False
534,2016-11-25,409,40,False,699,48,34,210,14849,False
535,2016-11-26,297,28,True,852,27,65,170,13564,False
536,2016-11-27,441,24,True,731,20,24,193,8140,False
537,2016-11-29,378,20,False,579,108,56,268,26021,False
538,2016-11-30,402,21,False,650,32,29,284,16459,False
539,2016-12-01,463,49,False,782,22,12,188,9154,False
540,2016-12-02,306,18,False,656,18,26,260,11210,True
541,2016-12-03,660,76,True,448,165,52,177,30487,True
542,2016-12-06,404,15,False,1000,0,0,60,2211,True
543,2016-12-21,344,52,False,840,3,10,190,5156,False
544,2016-12-22,466,32,False,773,0,0,161,3682,False
545,2016-12-23,430,79,False,760,0,0,170,3456,False
546,2016-12-24,231,20,True,872,0,0,317,6675,False
547,2016-12-25,374,18,True,853,0,0,156,1767,True
548,2016-12-26,400,15,False,807,0,0,249,3840,False
549,2016-12-27,346,9,False,864,0,0,134,3189,True
550,2016-12-28,439,31,False,896,0,0,169,2055,False
551,2016-12-29,425,19,False,758,0,0,127,3297,False
552,2016-12-30,456,17,False,728,4,15,306,8855,False
553,2016-12-31,267,34,True,835,18,5,304,12834,False
554,2017-01-01,343,38,True,719,113,75,152,18878,False
555,2017-01-03,394,21,False,713,115,65,233,23424,False
556,2017-01-05,546,25,False,643,29,32,161,9056,False
557,2017-01-06,412,24,False,746,44,31,218,13995,False
558,2017-01-07,720,65,True,407,71,54,147,8817,True
559,2017-01-08,369,21,True,653,62,23,172,11025,False
560,2017-01-09,518,45,False,785,10,10,157,6584,False
561,2017-01-10,479,57,False,519,74,68,206,15033,True
562,2017-01-11,426,49,False,691,31,13,164,9471,False
563,2017-01-12,602,42,False,671,36,16,163,9423,True
564,2017-01-13,485,33,False,750,0,0,207,8171,False
565,2017-01-14,728,46,True,754,11,33,183,6737,False
566,2017-01-15,590,54,True,549,18,15,82,2345,True
567,2017-01-16,534,51,False,817,40,10,118,8021,False
568,2017-01-17,429,15,False,754,69,57,171,14925,False
569,2017-01-18,505,38,False,710,40,11,128,8262,True
570,2017-01-19,445,25,False,750,22,10,145,6199,True
571,2017-01-20,517,34,False,773,20,4,169,8233,False
572,2017-01-21,517,20,True,763,11,5,118,4798,True
573,2017-01-22,420,14,True,772,10,1,149,6055,False
574,2017-01-23,515,46,False,738,19,2,170,7665,False
575,2017-01-24,485,34,False,596,46,32,271,14313,False
576,2017-01-25,316,27,False,834,26,11,223,9790,False
577,2017-01-26,426,13,False,634,27,10,239,11037,False
578,2017-01-27,537,40,False,728,38,27,145,8982,False
579,2017-01-28,550,42,True,478,24,11,90,6753,True
580,2017-01-29,777,84,True,582,35,22,102,7883,True
581,2017-01-30,444,21,False,736,17,6,227,8483,False
582,2017-01-31,517,24,False,690,72,23,168,11633,False
583,2017-02-01,400,26,False,795,25,11,174,10417,False
584,2017-02-02,422,17,False,720,39,26,157,11458,False
585,2017-02-03,445,54,False,730,42,35,189,12817,False
586,2017-02-04,232,8,True,680,68,68,384,19192,True
587,2017-02-05,504,10,True,548,31,5,91,6804,True
588,2017-02-06,664,71,False,666,18,24,144,8738,False
589,2017-02-07,539,40,False,630,76,68,182,13949,True
590,2017-02-08,401,21,False,689,46,12,149,12151,False
591,2017-02-09,450,21,False,786,51,15,167,12166,False
592,2017-02-10,508,41,False,718,24,10,112,6160,True
593,2017-02-11,461,19,True,664,70,75,176,18034,False
594,2017-02-12,392,37,True,820,49,30,98,9989,False
595,2017-02-13,1054,90,False,746,0,0,150,5255,False
596,2017-02-14,394,29,False,768,21,13,207,8872,False
597,2017-02-15,415,20,False,834,53,15,167,10305,False
598,2017-02-16,281,20,False,898,27,20,194,9429,False
599,2017-02-17,334,18,False,830,57,29,172,13975,False
600,2017-02-18,262,8,True,911,96,41,122,14842,False
601,2017-02-19,514,29,True,753,23,17,102,6009,True
602,2017-02-20,516,42,False,665,14,6,96,3776,True
603,2017-02-21,425,47,False,818,47,29,146,11857,False
604,2017-02-22,482,65,False,536,24,11,123,6700,True
605,2017-02-23,670,104,False,550,29,18,91,5921,True
606,2017-02-24,590,34,False,690,21,14,296,10580,False
607,2017-02-25,320,27,True,751,30,39,273,10860,False
608,2017-02-26,353,28,True,655,42,40,302,11392,True
609,2017-02-27,449,42,False,695,9,5,180,8097,False
610,2017-02-28,403,25,False,727,62,71,223,15418,False
611,2017-03-01,354,38,False,718,40,23,217,12510,False
612,2017-03-02,462,53,False,646,46,29,183,11683,False
613,2017-03-03,310,25,False,884,22,22,224,9168,False
614,2017-03-04,515,28,True,650,10,1,229,8496,False
615,2017-03-05,408,30,True,703,50,32,172,7425,False
616,2017-03-06,402,39,False,777,21,16,163,9077,False
617,2017-03-07,456,71,False,616,86,66,195,13558,False
618,2017-03-08,430,42,False,749,22,26,152,7612,False
619,2017-03-09,379,4,False,826,38,22,194,10916,False
620,2017-03-10,351,30,False,748,12,10,154,6379,False
621,2017-03-11,451,44,True,620,90,73,297,20280,True
622,2017-03-12,545,38,True,630,22,20,169,8125,True
623,2017-03-13,350,33,False,806,11,12,138,6904,False
624,2017-03-14,439,11,False,761,105,66,149,11601,False
625,2017-03-15,464,14,False,919,25,24,158,7181,False
626,2017-03-16,423,30,False,772,32,29,213,10443,False
627,2017-03-17,342,34,False,813,34,32,202,11023,False
628,2017-03-18,353,37,True,644,15,18,276,6969,True
629,2017-03-20,475,33,False,698,36,13,129,8457,True
630,2017-03-21,440,20,False,967,33,19,145,8852,False
631,2017-03-22,222,8,False,830,22,26,273,8935,True
632,2017-03-23,471,30,False,790,21,7,168,8472,False
633,2017-03-24,332,17,False,929,13,10,139,5243,False
634,2017-03-25,440,26,True,796,13,20,106,3996,True
635,2017-03-26,469,44,True,818,35,30,82,6429,True
636,2017-03-27,377,24,False,829,45,22,142,9482,False
637,2017-03-28,405,28,False,760,42,38,148,9710,False
638,2017-03-29,369,10,False,823,32,14,154,8807,False
639,2017-03-30,455,36,False,705,63,53,170,12497,False
640,2017-03-31,460,22,False,754,27,22,171,9090,False
641,2017-04-01,380,37,True,636,136,83,161,19287,False
642,2017-04-02,372,27,True,628,130,45,153,20681,False
643,2017-04-03,488,46,False,747,28,21,142,8748,False
644,2017-04-04,399,38,False,627,106,103,173,14613,True
645,2017-04-05,403,45,False,860,10,10,120,5602,False
646,2017-04-06,375,7,False,801,50,39,180,12926,False
647,2017-04-07,322,28,False,670,33,23,257,10842,True
648,2017-04-08,442,65,True,603,14,36,269,6966,False
649,2017-04-09,492,67,True,789,34,39,132,8249,False
650,2017-04-10,299,24,False,749,33,28,148,9034,False
651,2017-04-11,508,12,False,621,89,92,185,12890,True
652,2017-04-12,479,46,False,726,30,20,231,10988,False
653,2017-04-13,319,15,False,821,53,37,186,14050,False
654,2017-04-14,812,138,False,614,30,47,233,8781,False
655,2017-04-15,392,12,True,640,104,76,266,16589,True
656,2017-04-16,542,23,True,606,30,83,156,4552,True
657,2017-04-17,364,39,False,506,141,142,248,20816,True
658,2017-04-18,344,29,False,713,55,73,170,8655,False
659,2017-04-19,435,17,False,748,29,18,188,10623,False
660,2017-04-20,471,50,False,663,83,31,198,14413,False
661,2017-04-21,302,13,False,633,117,76,262,24950,False
662,2017-04-22,507,34,True,605,93,30,208,18234,False
663,2017-04-23,346,15,True,709,59,27,156,11670,False
664,2017-04-24,461,20,False,782,105,56,138,16477,False
665,2017-04-25,264,31,False,646,115,53,198,14530,False
666,2017-04-26,475,40,False,764,57,43,195,11907,False
667,2017-04-27,239,10,False,892,32,29,238,11536,False
668,2017-04-28,369,39,False,649,92,78,208,14806,False
669,2017-04-29,333,18,True,666,87,70,265,15551,True
670,2017-04-30,259,15,True,843,48,37,238,12840,False
671,2017-05-01,314,24,False,832,56,43,171,12127,False
672,2017-05-02,355,39,False,880,6,4,156,5377,False
673,2017-05-03,408,36,False,764,29,14,189,8571,False
674,2017-05-04,393,98,False,731,11,24,183,6827,False
675,2017-05-05,408,31,False,804,54,19,124,8802,False
676,2017-05-06,425,73,True,696,40,31,174,10340,False
677,2017-05-07,440,84,True,449,105,180,182,10071,True
678,2017-05-08,284,50,False,773,93,58,182,16221,False
679,2017-05-09,299,50,False,832,51,23,185,6610,False
680,2017-05-10,384,42,False,768,55,25,166,11693,False
681,2017-05-11,361,25,False,811,67,25,151,10907,False
682,2017-05-12,354,30,False,799,48,27,182,10029,False
683,2017-05-13,332,39,True,754,71,47,197,16868,False
684,2017-05-14,846,142,True,679,63,25,179,6650,True
685,2017-05-15,330,75,False,838,16,5,176,5572,False
686,2017-05-16,368,66,False,761,25,36,184,6927,False
687,2017-05-17,362,86,False,792,31,8,146,7206,False
688,2017-05-18,309,24,False,865,43,29,185,10290,False
689,2017-05-20,589,88,True,500,63,29,139,12452,True
690,2017-05-21,268,5,True,746,27,162,264,5741,False
691,2017-05-22,364,50,False,777,61,40,148,10804,False
692,2017-05-23,354,56,False,753,56,27,194,11574,False
693,2017-05-25,357,33,False,822,13,20,194,7111,False
694,2017-05-26,356,54,False,773,5,6,246,7251,False
695,2017-05-28,324,20,True,840,16,10,227,7565,False
696,2017-05-29,355,71,False,768,78,28,140,11457,False
697,2017-05-30,254,40,False,891,37,26,192,7730,False
698,2017-05-31,433,76,False,739,23,18,151,5715,False
699,2017-06-01,347,55,False,862,38,19,118,6865,False
700,2017-06-02,349,51,False,752,62,15,211,14698,False
701,2017-06-03,292,37,True,917,17,3,174,4630,True
702,2017-06-04,230,34,True,911,24,22,206,10806,True
703,2017-06-05,290,46,False,761,32,64,260,7741,False
704,2017-06-07,542,88,False,571,20,24,195,8928,False
705,2017-06-08,408,63,False,788,14,24,143,6215,False
706,2017-06-09,429,80,False,737,63,35,96,9136,False
707,2017-06-10,503,102,True,486,152,90,107,19340,False
708,2017-06-11,279,62,True,790,50,34,225,10977,False
709,2017-06-12,312,25,False,881,45,30,147,9681,False
710,2017-06-13,826,180,False,775,32,15,115,6763,False
711,2017-06-14,337,31,False,884,19,26,143,6598,False
712,2017-06-15,334,36,False,812,43,20,192,10364,False
713,2017-06-17,395,39,True,778,41,10,177,9779,False
714,2017-06-18,433,54,True,626,124,31,172,15889,True
715,2017-06-20,328,48,False,873,33,26,132,6533,False
716,2017-06-21,265,48,False,940,1,12,174,5995,False
717,2017-06-22,269,10,False,846,62,39,214,14648,False
718,2017-06-24,298,41,True,822,48,36,195,11273,False
719,2017-06-26,216,43,False,847,37,38,186,9480,True
720,2017-06-27,373,65,False,831,70,19,155,11788,False
721,2017-06-28,450,86,False,700,33,24,147,6794,False
722,2017-06-29,298,49,False,839,39,23,192,8847,False
723,2017-06-30,285,24,False,881,28,17,205,10258,False
724,2017-07-01,447,57,True,677,58,46,155,9803,False
725,2017-07-02,352,50,True,624,119,99,196,15230,False
726,2017-07-03,258,46,False,802,63,79,192,11719,False
727,2017-07-04,471,72,False,491,78,48,280,22115,True
728,2017-07-05,397,59,False,666,44,41,233,14550,False
729,2017-07-06,318,59,False,714,32,62,255,12808,False
730,2017-07-07,361,54,False,720,63,59,183,14835,False
731,2017-07-08,312,49,True,669,59,83,268,16741,False
732,2017-07-09,370,77,True,685,44,43,221,13188,False
733,2017-07-10,250,45,False,799,88,116,142,11397,False
734,2017-07-11,257,44,False,936,15,37,151,5627,False
735,2017-07-12,344,36,False,884,10,3,162,4292,True
736,2017-07-13,786,82,False,781,45,21,159,6369,True
737,2017-07-14,251,50,False,760,36,97,246,8506,False
738,2017-07-15,377,52,True,582,103,117,209,13074,True
739,2017-07-16,363,32,True,558,111,167,209,8901,True
740,2017-07-17,384,60,False,757,32,13,194,8422,False
741,2017-07-18,272,48,False,968,18,7,127,5080,True
742,2017-07-19,347,29,False,866,26,6,142,6610,False
743,2017-07-20,374,82,False,727,78,58,145,14527,False
744,2017-07-21,229,32,False,769,49,95,266,10263,False
745,2017-07-22,300,40,True,453,201,146,300,15315,True
746,2017-07-23,380,42,True,729,14,27,248,21382,False
747,2017-07-25,488,66,False,724,28,25,109,6959,False
748,2017-07-26,256,61,False,815,49,26,233,13796,False
749,2017-07-27,384,72,False,745,70,26,143,8169,False
750,2017-07-28,286,70,False,843,47,23,171,10374,False
751,2017-07-29,307,33,True,818,51,58,173,9258,False
752,2017-07-30,444,102,True,679,10,48,157,3284,False
753,2017-07-31,396,88,False,685,45,11,215,10776,False
754,2017-08-01,394,57,False,797,8,13,120,3693,False
755,2017-08-02,372,63,False,857,0,10,189,4558,False
756,2017-08-03,328,33,False,793,63,43,174,11723,False
757,2017-08-04,326,49,False,823,44,21,177,10967,False
758,2017-08-05,422,63,True,481,83,176,215,13067,True
759,2017-08-06,483,63,True,687,31,28,148,8989,False
760,2017-08-08,402,84,False,797,10,3,144,5074,False
761,2017-08-09,309,49,False,816,39,17,210,12059,False
762,2017-08-10,317,49,False,931,7,1,135,4420,True
763,2017-08-11,437,107,False,689,32,20,155,8213,False
764,2017-08-14,353,64,False,865,3,9,146,4130,False
765,2017-08-15,307,49,False,964,0,9,111,3305,False
766,2017-08-16,333,54,False,904,0,0,149,5224,False
767,2017-08-17,381,53,False,870,3,8,125,4166,False
768,2017-08-18,360,80,False,751,33,17,199,10812,False
769,2017-08-19,251,49,True,950,55,25,110,3002,False
770,2017-08-20,329,89,True,914,14,3,91,3538,True
771,2017-08-21,344,56,False,838,0,8,194,6680,False
772,2017-08-22,292,47,False,913,0,0,188,5383,False
773,2017-08-23,335,69,False,840,40,14,142,10533,False
774,2017-08-24,444,68,False,740,13,9,166,7701,False
775,2017-08-25,403,69,False,686,34,62,186,10849,False
776,2017-08-26,361,45,True,805,9,16,204,4718,False
777,2017-08-27,347,53,True,731,132,57,120,22732,False
778,2017-08-28,219,24,False,991,29,3,174,5581,True
779,2017-08-29,352,74,False,809,53,15,137,11744,False
780,2017-08-30,325,65,False,846,33,2,169,9428,False
781,2017-08-31,339,68,False,852,0,0,181,6419,False
782,2017-09-01,371,79,False,710,42,23,215,12863,False
783,2017-09-02,327,54,True,935,7,7,110,4945,False
784,2017-09-03,342,72,True,859,29,3,135,6067,True
785,2017-09-04,402,80,False,782,6,10,160,5188,False
786,2017-09-05,526,65,False,573,59,25,192,14314,False
787,2017-09-06,201,44,False,981,10,4,200,7364,True
788,2017-09-07,310,82,False,873,9,1,165,5757,True
789,2017-09-08,363,67,False,601,153,54,202,22158,False
790,2017-09-09,423,51,True,522,92,25,327,22742,True
791,2017-09-10,287,36,True,863,32,24,198,11052,False
792,2017-09-11,848,128,False,761,13,8,170,7133,False
793,2017-09-12,380,60,False,816,40,11,133,9114,False
794,2017-09-13,293,64,False,930,10,9,134,5402,False
795,2017-09-14,427,88,False,532,53,65,275,15613,False
796,2017-09-15,327,50,False,742,70,26,225,13547,False
797,2017-09-16,416,66,True,567,14,17,360,10599,True
798,2017-09-17,369,43,True,831,12,15,170,6085,False
799,2017-09-18,305,76,False,873,9,11,166,6195,False
800,2017-09-19,414,97,False,748,0,0,181,6129,False
801,2017-09-20,346,65,False,846,7,4,172,7022,False
802,2017-09-21,368,78,False,744,61,35,154,11825,False
803,2017-09-22,346,51,False,822,14,6,201,9075,False
804,2017-09-23,209,38,True,740,73,65,315,14455,True
805,2017-09-24,344,62,True,721,58,25,230,10807,False
806,2017-09-25,334,51,False,801,11,36,207,7296,False
807,2017-09-26,497,82,False,511,84,57,209,18255,True
808,2017-09-27,351,62,False,792,17,13,144,7733,False
809,2017-09-28,376,95,False,829,15,12,174,7621,False
810,2017-09-29,454,101,False,624,33,27,201,12353,False
811,2017-09-30,360,68,True,773,56,15,168,14225,False
812,2017-10-02,387,18,False,836,15,5,188,7118,False
813,2017-10-03,349,31,False,826,11,13,210,8220,False
814,2017-10-04,461,50,False,732,17,12,168,7456,False
815,2017-10-05,347,47,False,835,14,16,181,7822,False
816,2017-10-06,415,68,False,742,37,26,140,9975,False
817,2017-10-07,295,76,True,901,53,10,105,8796,False
818,2017-10-08,485,72,True,664,71,30,118,11195,False
819,2017-10-09,448,121,False,737,7,6,121,5535,False
820,2017-10-10,344,72,False,796,66,31,131,12924,False
821,2017-10-11,762,194,False,811,0,0,151,4836,False
822,2017-10-12,434,92,False,754,0,0,160,4797,False
823,2017-10-13,381,65,False,807,17,4,166,7804,False
824,2017-10-14,472,68,True,755,54,15,74,9041,False
825,2017-10-15,310,75,True,754,114,32,155,20312,False
826,2017-10-16,488,66,False,488,106,60,232,18646,True
827,2017-10-17,276,21,False,860,69,25,183,9659,False
828,2017-10-18,473,119,False,669,3,6,170,4752,False
829,2017-10-19,478,124,False,651,7,15,165,5983,False
830,2017-10-20,430,101,False,666,8,15,220,7161,False
831,2017-10-21,344,27,True,802,32,57,178,9165,False
832,2017-10-22,549,104,True,515,32,18,222,9010,False
833,2017-10-23,419,77,False,751,23,21,149,7886,False
834,2017-10-24,374,66,False,727,23,21,229,11399,False
835,2017-10-25,462,79,False,671,14,33,181,6976,False
836,2017-10-26,380,60,False,760,12,6,222,9062,False
837,2017-10-27,360,67,False,802,34,25,152,8467,False
838,2017-10-28,445,78,True,777,2,6,132,3657,False
839,2017-10-29,301,50,True,877,11,9,192,4659,True
840,2017-10-30,452,98,False,612,64,26,188,12966,False
841,2017-10-31,393,55,False,550,215,60,167,19851,True
842,2017-11-01,333,62,False,764,109,54,118,18402,False
843,2017-11-02,315,63,False,909,3,8,142,6864,False
844,2017-11-04,281,70,True,989,6,18,76,3523,False
845,2017-11-05,385,39,True,807,21,15,173,6514,False
846,2017-11-07,301,55,False,732,51,71,230,17747,False
847,2017-11-08,386,49,False,793,14,5,193,7255,False
848,2017-11-09,311,74,False,853,37,7,158,11025,False
849,2017-11-10,800,140,False,807,16,0,147,6278,False
850,2017-11-11,669,102,True,510,26,24,109,7501,False
851,2017-11-12,345,57,True,916,16,8,98,2216,True
852,2017-11-13,299,66,False,823,49,12,191,12254,False
853,2017-11-14,231,22,False,814,141,74,158,15558,False
854,2017-11-15,353,53,False,797,43,20,174,11771,False
855,2017-11-16,365,52,False,804,70,31,118,11495,False
856,2017-11-17,253,36,False,796,77,60,218,14174,False
857,2017-11-18,296,27,True,807,15,18,277,9032,True
858,2017-11-19,391,59,True,872,8,6,104,3239,False
859,2017-11-20,455,70,False,670,42,8,195,13490,False
860,2017-11-21,332,73,False,774,114,65,82,11887,False
861,2017-11-22,367,57,False,857,29,6,124,8076,False
862,2017-11-23,371,45,False,838,15,10,161,7361,False
863,2017-11-25,365,41,True,748,69,25,192,16657,False
864,2017-11-26,358,63,True,643,87,56,233,17141,False
865,2017-11-27,342,48,False,813,28,5,204,10869,False
866,2017-11-28,367,55,False,613,83,75,247,16984,False
867,2017-11-29,446,94,False,771,8,4,117,6007,False
868,2017-11-30,302,56,False,849,33,14,186,9973,False
869,2017-12-01,487,75,False,682,12,1,183,9126,False
870,2017-12-02,537,93,True,640,28,18,124,8085,False
871,2017-12-03,522,67,True,670,35,10,136,7472,True
872,2017-12-04,344,48,False,793,76,26,153,15368,False
873,2017-12-05,384,55,False,697,66,61,177,13664,False
874,2017-12-06,328,47,False,812,31,12,210,11603,False
875,2017-12-07,356,50,False,813,18,8,195,10693,False
876,2017-12-09,229,42,True,985,22,9,153,7562,True
877,2017-12-11,291,45,False,897,6,5,196,5529,False
878,2017-12-13,336,35,False,718,15,36,300,10687,True
879,2017-12-15,314,43,False,723,77,58,225,24304,False
880,2017-12-16,294,33,True,684,137,96,196,19704,False
881,2017-12-30,394,38,True,800,30,25,152,7079,False
882,2018-01-01,424,58,False,618,31,36,273,13892,False
883,2018-01-02,531,104,False,652,0,0,153,3432,False
884,2018-01-03,507,72,False,590,44,79,148,13114,False
885,2018-01-05,377,75,False,779,21,4,184,5989,False
886,2018-01-06,401,66,True,857,5,15,96,3526,False
887,2018-01-08,378,53,False,775,47,17,170,12319,False
888,2018-01-09,650,142,False,709,112,64,159,16506,False
889,2018-01-10,410,70,False,771,18,14,157,8820,False
890,2018-01-11,223,45,False,850,59,44,219,15383,True
891,2018-01-12,414,49,False,803,29,17,128,8266,False
892,2018-01-13,391,80,True,682,41,21,225,11701,False
893,2018-01-14,561,89,True,556,48,13,173,9720,True
894,2018-01-15,377,50,False,708,70,24,211,16964,False
895,2018-01-16,385,52,False,719,30,22,232,10970,False
896,2018-01-17,450,54,False,649,53,15,219,14855,False
897,2018-01-18,438,80,False,662,53,24,183,13647,False
898,2018-01-19,532,70,False,528,40,33,237,13336,False
899,2018-01-20,361,55,True,736,64,29,195,12676,False
900,2018-01-21,525,73,True,694,0,0,148,2392,False
901,2018-01-22,512,84,False,653,33,22,136,8584,False
902,2018-01-23,356,73,False,806,37,21,147,8227,False
903,2018-01-24,362,57,False,739,46,21,215,12074,False
904,2018-01-25,512,83,False,670,31,12,132,10229,False
905,2018-01-26,223,45,False,982,34,24,132,9070,False
906,2018-01-27,615,135,True,468,101,19,102,15019,True
907,2018-01-28,345,16,True,986,8,3,82,3626,False
908,2018-01-29,448,65,False,740,30,10,147,8198,False
909,2018-01-30,427,46,False,733,77,62,95,10394,False
910,2018-01-31,366,57,False,772,51,32,162,12742,False
911,2018-02-01,324,76,False,893,27,9,111,5949,False
912,2018-02-02,360,45,False,768,47,31,189,12071,False
913,2018-02-04,288,58,True,857,28,30,179,8471,False
914,2018-02-05,491,54,False,693,52,10,140,11352,False
915,2018-02-06,417,90,False,597,97,71,168,14404,False
916,2018-02-07,408,66,False,760,35,26,145,9423,False
917,2018-02-08,734,116,False,792,24,10,189,10481,False
918,2018-02-09,307,55,False,792,54,12,220,13492,False
919,2018-02-10,439,50,True,720,38,24,169,8820,False
920,2018-02-11,472,68,True,696,35,28,141,10328,False
921,2018-02-12,351,42,False,853,40,5,149,9249,False
922,2018-02-13,322,48,False,744,37,37,246,14462,False
923,2018-02-14,375,47,False,784,26,14,194,9580,False
924,2018-02-15,449,43,False,795,29,7,115,7569,False
925,2018-02-16,287,27,False,780,36,31,279,13745,True
926,2018-02-17,322,51,True,485,60,205,317,9853,True
927,2018-02-18,231,54,True,842,0,7,306,7549,True
928,2018-02-20,465,62,False,618,87,49,159,14059,False
929,2018-02-21,450,60,False,730,34,16,150,10213,False
930,2018-02-22,333,38,False,890,29,11,139,8864,False
931,2018-02-23,460,72,False,773,16,6,113,7090,False
932,2018-02-24,532,129,True,637,22,2,118,6238,False
933,2018-02-25,351,60,True,831,12,20,166,4623,False
934,2018-02-26,371,67,False,807,14,7,174,8794,False
935,2018-02-27,594,70,False,567,38,16,155,6475,True
936,2018-02-28,396,106,False,781,32,7,118,8122,False
937,2018-03-01,306,93,False,781,55,19,186,12711,False
938,2018-03-02,420,58,False,731,60,29,141,12682,False
939,2018-03-03,400,53,True,698,93,30,166,14352,False
940,2018-03-04,344,58,True,810,26,24,178,7030,False
941,2018-03-05,374,50,False,748,66,25,177,12289,False
942,2018-03-06,412,96,False,651,156,33,92,12463,False
943,2018-03-07,362,56,False,847,57,15,103,9446,False
944,2018-03-08,308,51,False,854,62,29,136,13106,False
945,2018-03-09,405,46,False,788,30,8,163,9128,False
946,2018-03-10,988,172,True,627,28,17,188,7923,False
947,2018-03-11,456,55,True,752,0,0,177,3444,False
948,2018-03-12,289,57,False,841,31,14,208,10980,False
949,2018-03-13,383,68,False,663,107,82,137,15862,False
950,2018-03-14,370,71,False,818,22,11,148,7390,False
951,2018-03-15,390,40,False,794,45,19,152,9707,False
952,2018-03-16,309,71,False,785,58,18,199,12551,False
953,2018-03-17,372,89,True,698,25,4,252,9966,False
954,2018-03-18,301,37,True,870,37,20,175,5487,False
955,2018-03-19,417,61,False,670,43,52,197,13460,False
956,2018-03-20,392,58,False,632,80,78,200,16485,False
957,2018-03-21,406,76,False,641,48,42,137,11391,False
958,2018-03-23,319,45,False,831,65,17,163,12219,False
959,2018-03-24,381,72,True,786,41,31,129,10114,False
960,2018-03-26,306,44,False,930,41,26,93,7546,False
961,2018-03-28,467,70,False,802,9,2,90,4574,False
962,2018-03-29,308,64,False,928,24,8,108,5473,False
963,2018-03-30,303,71,False,900,21,2,143,5508,True
964,2018-03-31,293,53,True,920,0,0,174,6038,False
965,2018-04-01,300,31,True,916,71,28,94,3736,True
966,2018-04-02,372,28,False,876,18,8,130,6886,False
967,2018-04-03,310,51,False,826,37,17,199,11846,False
968,2018-04-04,339,44,False,863,28,13,153,8237,False
969,2018-04-05,271,41,False,840,63,34,191,16309,False
970,2018-04-06,424,67,False,602,89,37,221,18372,False
971,2018-04-07,411,52,True,526,76,37,338,15120,True
972,2018-04-08,381,21,True,563,71,84,320,19341,True
973,2018-04-09,640,60,False,830,44,14,202,13205,False
974,2018-04-10,263,34,False,788,117,80,158,16137,False
975,2018-04-11,362,49,False,831,40,21,137,9858,False
976,2018-04-12,366,32,False,771,72,61,138,15651,False
977,2018-04-13,335,32,False,764,99,57,150,11262,False
978,2018-04-14,246,51,True,891,70,18,164,16106,False
979,2018-04-16,244,39,False,988,17,29,123,3869,False
980,2018-04-17,432,62,False,605,120,79,142,16736,False
981,2018-04-18,441,62,False,738,47,11,141,10904,False
982,2018-04-19,345,57,False,848,71,30,89,12013,False
983,2018-04-20,256,37,False,949,51,19,128,10220,False
984,2018-04-21,277,41,True,617,124,47,334,27615,True
985,2018-04-22,308,24,True,786,50,28,244,7971,True
986,2018-04-23,379,56,False,712,54,24,215,15336,False
987,2018-04-24,379,69,False,684,89,43,176,15095,False
988,2018-04-25,304,49,False,882,30,14,161,9680,False
989,2018-04-26,393,87,False,778,45,13,124,9016,False
